@400000005e22b91826dc7c68 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e22b9191522c7ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22bcde0b9bf009 #d,-,18,3039,2339,1304,791,4,213166,13216,3039,2339,1337,3035,2337,1294,98,99,0,500,3089;
@400000005e22bcde0ba638e2 #d,-,18,3037,2338,1305,792,4,213170,13216,3039,2339,1306,3037,2337,1302,99,99,0,500,3056;
@400000005e22bce00bb3741b #d,-,18,3036,2339,1305,793,4,213174,13216,3037,2339,1306,3036,2337,1302,99,99,0,500,3061;
@400000005e22bce00bbe5d24 #d,-,18,3036,2340,1304,794,4,213179,13217,3036,2340,1306,3036,2338,1302,99,99,0,500,3057;
@400000005e22bce20bcf38e4 #d,-,18,3035,2340,1301,795,4,213183,13217,3036,2340,1306,3035,2339,1300,99,99,0,500,3059;
@400000005e22bce20bd9c112 #d,-,18,3036,2338,1301,795,4,213188,13217,3036,2340,1324,3035,2338,1300,98,99,0,500,3072;
@400000005e22bce40bea0503 #d,-,18,3036,2339,1303,796,4,213193,13217,3036,2339,1307,3036,2338,1301,99,99,0,500,3061;
@400000005e22bce40bf45196 #d,-,18,3035,2340,1305,797,4,213197,13218,3036,2340,1305,3035,2338,1301,99,99,0,500,3057;
@400000005e22bce60c051254 #d,-,18,3034,2340,1303,798,4,213201,13218,3035,2341,1305,3034,2340,1302,99,99,0,500,3059;
@400000005e22bce60c0f9220 #d,-,18,3034,2338,1303,799,4,213205,13218,3034,2340,1305,3034,2338,1301,99,99,0,500,3057;
@400000005e22bce80c1e8e3e #d,-,18,3036,2338,1297,800,4,213212,13219,3036,2339,1336,3034,2338,1297,98,99,0,500,3077;
@400000005e22bce80c29b105 #d,-,18,3036,2339,1305,800,4,213216,13219,3036,2339,1307,3036,2338,1297,98,99,0,500,3068;
@400000005e22bcea0c3af6f0 #d,-,18,3036,2339,1306,801,4,213220,13219,3036,2339,1306,3036,2338,1302,99,99,0,500,3059;
@400000005e22bcea0c456f49 #d,-,18,3035,2339,1303,802,4,213225,13219,3036,2339,1307,3035,2338,1303,99,99,0,500,3061;
@400000005e22bcec0c556146 #d,-,18,3035,2340,1303,803,4,213229,13220,3035,2340,1305,3035,2338,1302,99,99,0,500,3059;
@400000005e22bcec0c5fbdae #d,-,18,3037,2340,1295,804,4,213257,13221,3037,2340,1336,3035,2340,1295,98,99,0,500,3072;
@400000005e22bcee0c706add #d,-,18,3037,2337,1303,805,4,213239,13220,3037,2340,1306,3037,2337,1295,98,99,0,500,3075;
@400000005e22bcee0c7ab770 #d,-,18,3036,2338,1305,805,4,213244,13221,3037,2338,1306,3036,2337,1303,99,99,0,500,3057;
@400000005e22bcf00c89fa56 #d,-,18,3035,2339,1305,806,5,213248,13221,3036,2339,1305,3035,2338,1301,99,99,0,500,3059;
@400000005e22bcf00c9505d4 #d,-,18,3035,2338,1304,807,5,213252,13221,3035,2340,1305,3035,2337,1302,99,99,0,500,3057;
@400000005e22bcf20ca5bb65 #d,-,18,3036,2338,1298,808,5,213258,13222,3036,2339,1336,3035,2337,1298,99,99,0,500,3064;
@400000005e22bcf20cb04ec0 #d,-,18,3037,2340,1303,809,5,213262,13222,3037,2340,1305,3036,2338,1297,98,99,0,500,3080;
@400000005e22bcf40cc1230c #d,-,18,3036,2340,1303,810,5,213266,13222,3037,2341,1305,3036,2340,1302,99,99,0,500,3059;
@400000005e22bcf40ccb8f49 #d,-,18,3036,2338,1305,811,5,213271,13222,3036,2340,1306,3036,2338,1302,99,99,0,500,3059;
@400000005e22bcf60cdcd8ee #d,-,18,3035,2339,1305,811,5,213275,13223,3036,2339,1306,3035,2337,1302,99,99,0,500,3059;
@400000005e22bcf60ce72cf5 #d,-,18,3036,2340,1309,812,5,213281,13223,3036,2341,1337,3035,2339,1303,99,99,0,500,3061;
@400000005e22bcf80cf78cd7 #d,-,18,3038,2338,1303,813,5,213285,13223,3038,2341,1309,3036,2338,1294,98,99,0,500,3086;
@400000005e22bcf80d030281 #d,-,18,3037,2338,1303,814,5,213290,13223,3038,2339,1306,3037,2336,1302,99,99,0,500,3061;
@400000005e22bcfa0d121d5b #d,-,18,3036,2338,1302,815,5,213293,13224,3037,2340,1306,3036,2338,1302,99,99,0,500,3057;
@400000005e22bcfa0d1c8998 #d,-,18,3036,2337,1304,816,5,213298,13224,3036,2340,1305,3036,2337,1301,99,99,0,500,3057;
@400000005e22bcfc0d2dea86 #d,-,18,3035,2339,1323,816,5,213304,13224,3036,2340,1335,3035,2337,1304,99,99,0,500,3059;
@400000005e22bcfc0d386698 #d,-,18,3038,2336,1304,817,5,213329,13226,3038,2340,1323,3035,2336,1294,98,99,0,500,3086;
@400000005e22bcfe0d492b10 #d,-,18,3037,2338,1302,818,5,213312,13225,3038,2338,1305,3037,2336,1302,99,99,0,500,3059;
@400000005e22bcfe0d534ccb #d,-,18,3036,2339,1303,819,5,213316,13225,3037,2340,1306,3036,2338,1302,99,99,0,500,3059;
@400000005e22bd000d62be42 #d,-,18,3036,2338,1305,820,5,213320,13225,3036,2340,1306,3036,2337,1302,99,99,0,500,3059;
@400000005e22bd000d6e52a9 #d,-,18,3035,2339,1335,821,5,213326,13226,3036,2340,1336,3035,2338,1302,99,99,0,500,3059;
@400000005e22bd020d7dd7ae #d,-,18,3038,2339,1303,822,5,213330,13226,3038,2340,1335,3035,2338,1297,98,99,0,500,3088;
@400000005e22bd020d88c0b8 #d,-,18,3038,2342,1303,822,5,213334,13226,3038,2342,1305,3038,2338,1301,99,99,0,500,3061;
@400000005e22bd040d99147e #d,-,18,3037,2341,1301,823,5,213338,13227,3038,2343,1304,3037,2340,1301,99,99,0,499,3059;
@400000005e22bd040da38fa2 #d,-,18,3036,2342,1303,824,5,213342,13227,3037,2342,1305,3036,2341,1300,99,99,0,499,3057;
@400000005e22bd060db4514e #d,-,18,3036,2341,1335,825,5,213348,13227,3036,2343,1335,3036,2341,1301,99,99,0,499,3061;
@400000005e22bd060dbe9a27 #d,-,18,3039,2343,1303,826,5,213374,13229,3039,2343,1335,3036,2341,1293,98,99,0,500,3089;
@400000005e22bd080dcdf367 #d,-,18,3038,2343,1302,826,5,213377,13229,3039,2343,1304,3038,2343,1300,99,99,0,500,3057;
@400000005e22bd080dd978e7 #d,-,18,3037,2341,1301,827,5,213382,13229,3038,2343,1304,3037,2341,1300,99,99,0,500,3059;
@400000005e22bd0a0de88c4e #d,-,18,3036,2341,1302,828,5,213386,13229,3037,2342,1304,3036,2341,1300,99,99,0,500,3057;
@400000005e22bd0a0df3843e #d,-,18,3035,2341,1333,829,5,213370,13228,3036,2342,1333,3035,2340,1301,99,99,0,500,3059;
@400000005e22bd0c0e03763a #d,-,18,3039,2344,1304,830,5,213395,13230,3039,2344,1335,3035,2341,1294,98,99,0,500,3093;
@400000005e22bd0c0e0dead9 #d,-,18,3037,2344,1300,831,5,213378,13229,3039,2344,1304,3037,2343,1299,99,99,0,500,3054;
@400000005e22bd0e0e1f4365 #d,-,18,3037,2344,1299,832,5,213382,13229,3037,2345,1302,3037,2343,1298,99,99,0,500,3057;
@400000005e22bd0e0e2990e6 #d,-,18,3036,2343,1295,832,5,213386,13229,3037,2344,1302,3036,2342,1295,99,99,0,500,3057;
@400000005e22bd100e38da51 #d,-,18,3034,2344,1322,833,5,213390,13230,3036,2345,1322,3034,2342,1294,99,99,0,500,3056;
@400000005e22bd100e444c42 #d,-,18,3038,2344,1303,834,5,213395,13230,3038,2345,1334,3034,2344,1294,98,99,0,500,3089;
@400000005e22bd120e541368 #d,-,18,3037,2342,1301,835,5,213399,13230,3038,2345,1303,3037,2342,1299,99,99,0,500,3056;
@400000005e22bd120e5f3e91 #d,-,18,3036,2342,1300,836,5,213403,13231,3037,2343,1303,3036,2342,1299,99,99,0,500,3057;
@400000005e22bd140e6fd477 #d,-,18,3035,2344,1301,837,5,213407,13231,3036,2344,1303,3035,2342,1300,99,99,0,500,3059;
@400000005e22bd140e7a446e #d,-,18,3035,2342,1310,837,5,213411,13231,3035,2344,1310,3035,2342,1300,99,99,0,500,3057;
@400000005e22bd160e8a366a #d,-,18,3038,2342,1303,838,5,213417,13231,3038,2343,1335,3035,2342,1290,98,99,0,500,3089;
@400000005e22bd160e94ed29 #d,-,18,3037,2343,1302,839,5,213421,13232,3038,2344,1303,3037,2342,1299,99,99,0,500,3057;
@400000005e22bd180ea4df26 #d,-,18,3036,2341,1300,840,5,213424,13232,3037,2344,1303,3036,2341,1299,99,99,0,500,3057;
@400000005e22bd180eaf52d6 #d,-,18,3035,2341,1302,841,5,213428,13232,3036,2342,1304,3035,2341,1299,99,99,0,500,3057;
@400000005e22bd1a0ebe9888 #d,-,18,3034,2343,1301,842,5,213453,13234,3035,2343,1304,3034,2341,1300,99,99,0,500,3057;
@400000005e22bd1a0ec9b4ca #d,-,18,3038,2340,1298,842,5,213459,13234,3038,2343,1334,3034,2340,1293,98,99,0,500,3084;
@400000005e22bd1c0edaa05f #d,-,18,3036,2342,1303,843,5,213463,13234,3038,2343,1305,3036,2340,1298,99,99,0,500,3063;
@400000005e22bd1c0ee5140f #d,-,18,3036,2341,1303,844,5,213446,13233,3036,2343,1303,3036,2341,1300,99,99,0,500,3059;
@400000005e22bd1e0ef55447 #d,-,18,3035,2343,1302,845,5,213449,13233,3036,2343,1304,3035,2341,1300,99,99,0,500,3059;
@400000005e22bd1e0effdb86 #d,-,18,3035,2341,1302,846,5,213453,13234,3035,2343,1305,3035,2341,1301,99,99,0,500,3059;
@400000005e22bd200f10e6c5 #d,-,18,3037,2342,1294,847,5,213459,13234,3037,2342,1335,3035,2341,1294,98,99,0,500,3077;
@400000005e22bd200f1b3447 #d,-,18,3037,2342,1301,848,5,213463,13234,3037,2343,1305,3037,2342,1294,98,99,0,500,3072;
@400000005e22bd220f2b6863 #d,-,18,3036,2342,1301,848,5,213467,13234,3037,2342,1303,3036,2340,1299,99,99,0,500,3057;
@400000005e22bd220f36490b #d,-,18,3035,2344,1301,849,5,213470,13235,3036,2344,1302,3035,2342,1300,99,99,0,500,3059;
@400000005e22bd240f479b12 #d,-,18,3035,2342,1300,850,5,213495,13236,3035,2344,1303,3035,2342,1300,99,99,0,500,3057;
@400000005e22bd240f5241fb #d,-,18,3037,2343,1294,851,5,213501,13237,3037,2343,1333,3035,2341,1294,98,99,0,500,3070;
@400000005e22bd260f62df55 #d,-,18,3037,2341,1301,852,5,213504,13237,3037,2343,1304,3037,2341,1294,98,99,0,500,3077;
@400000005e22bd260f6d62db #d,-,18,3036,2342,1303,853,5,213487,13236,3037,2342,1303,3036,2340,1299,99,99,0,500,3057;
@400000005e22bd280f7ea153 #d,-,18,3036,2341,1301,853,5,213491,13236,3036,2343,1303,3036,2341,1300,99,99,0,500,3061;
@400000005e22bd280f891c77 #d,-,18,3035,2343,1301,854,5,213495,13236,3036,2343,1303,3035,2341,1300,99,99,0,500,3057;
@400000005e22bd2a0f99ed09 #d,-,18,3036,2345,1296,855,5,213501,13237,3036,2346,1331,3035,2343,1296,99,99,0,500,3064;
@400000005e22bd2a0fa445b8 #d,-,18,3037,2346,1299,856,5,213504,13237,3037,2346,1302,3036,2344,1293,98,99,0,499,3082;
@400000005e22bd2c0fb43b6e #d,-,18,3037,2345,1300,857,5,213508,13237,3037,2346,1302,3037,2344,1298,99,99,0,499,3059;
@400000005e22bd2c0fbfe098 #d,-,18,3036,2346,1301,858,5,213511,13237,3037,2346,1301,3036,2344,1298,99,99,0,499,3057;
@400000005e22bd2e0fd09d9c #d,-,18,3035,2344,1300,858,5,213515,13237,3036,2346,1302,3035,2343,1299,99,99,0,499,3059;
@400000005e22bd2e0fdb24db #d,-,18,3035,2346,1308,859,5,213521,13238,3035,2346,1334,3035,2344,1300,99,99,0,499,3061;
@400000005e22bd300febe599 #d,-,18,3038,2343,1300,860,5,213545,13239,3038,2346,1308,3035,2343,1293,98,99,0,499,3086;
@400000005e22bd300ff66565 #d,-,18,3037,2345,1300,861,5,213528,13238,3038,2345,1302,3037,2343,1298,99,99,0,499,3059;
@400000005e22bd321006ef30 #d,-,18,3036,2344,1302,862,5,213532,13238,3037,2345,1302,3036,2344,1299,99,99,0,499,3057;
@400000005e22bd32101157b3 #d,-,18,3035,2345,1301,863,5,213535,13239,3036,2345,1302,3035,2343,1298,99,99,0,499,3059;
@400000005e22bd3410223bd5 #d,-,18,3035,2344,1324,863,5,213541,13239,3035,2345,1333,3035,2343,1299,99,99,0,499,3059;
@400000005e22bd34102c8868 #d,-,18,3038,2345,1299,864,5,213544,13239,3038,2345,1324,3035,2344,1292,98,99,0,499,3088;
@400000005e22bd36103c3fb8 #d,-,18,3037,2344,1299,865,5,213548,13239,3038,2346,1301,3037,2344,1299,99,99,0,499,3059;
@400000005e22bd3610472507 #d,-,18,3036,2345,1301,866,5,213551,13240,3037,2345,1301,3036,2344,1299,99,99,0,499,3057;
@400000005e22bd381057c709 #d,-,18,3035,2344,1301,867,5,213555,13240,3036,2345,1302,3035,2343,1299,99,99,0,499,3059;
@400000005e22bd3810623e73 #d,-,18,3034,2345,1333,868,5,213581,13242,3035,2345,1333,3034,2343,1299,99,99,0,499,3057;
@400000005e22bd3a10731768 #d,-,18,3038,2343,1299,868,5,213564,13240,3038,2345,1333,3034,2343,1294,98,99,0,500,3089;
@400000005e22bd3a107d8b18 #d,-,18,3037,2345,1297,869,5,213568,13241,3038,2345,1302,3037,2343,1297,99,99,0,500,3056;
@400000005e22bd3c108e3fbb #d,-,18,3036,2347,1300,870,5,213571,13241,3037,2347,1301,3036,2345,1297,99,99,0,500,3059;
@400000005e22bd3c109884da #d,-,18,3035,2342,1304,871,5,213575,13241,3036,2347,1304,3035,2342,1296,99,99,0,500,3057;
@400000005e22bd3e10a8b53d #d,-,18,3034,2343,1333,872,5,213579,13241,3035,2343,1333,3034,2342,1299,99,99,0,500,3057;
@400000005e22bd3e10b3aa62 #d,-,18,3037,2346,1301,873,5,213584,13242,3037,2346,1334,3034,2343,1292,98,99,0,500,3091;
@400000005e22bd4010c4192a #d,-,18,3036,2345,1298,874,5,213587,13242,3037,2346,1302,3036,2344,1296,99,99,0,500,3056;
@400000005e22bd4010ceac85 #d,-,18,3035,2346,1298,874,5,213590,13242,3036,2347,1300,3035,2345,1298,99,99,0,500,3056;
@400000005e22bd4210dfc2f1 #d,-,18,3035,2345,1300,875,5,213594,13242,3035,2347,1301,3035,2344,1298,99,99,0,500,3057;
@400000005e22bd4210ea3f04 #d,-,18,3034,2346,1329,876,5,213598,13243,3035,2346,1329,3034,2345,1298,99,99,0,500,3059;
@400000005e22bd4410fb94c4 #d,-,18,3038,2346,1301,877,5,213603,13243,3038,2346,1333,3034,2344,1291,98,99,0,500,3091;
@400000005e22bd441105d8f5 #d,-,18,3036,2347,1299,878,5,213626,13244,3038,2347,1301,3036,2345,1298,99,99,0,500,3054;
@400000005e22bd461116c1bf #d,-,18,3035,2344,1299,879,5,213629,13245,3036,2347,1301,3035,2343,1297,99,99,0,500,3057;
@400000005e22bd4611210a98 #d,-,18,3035,2345,1301,879,5,213633,13245,3035,2345,1302,3035,2342,1298,99,99,0,500,3061;
@400000005e22bd4811312edf #d,-,18,3034,2344,1318,880,5,213617,13244,3035,2346,1318,3034,2343,1299,99,99,0,500,3057;
@400000005e22bd48113b9763 #d,-,18,3038,2345,1302,881,5,213622,13244,3038,2346,1333,3034,2343,1293,98,99,0,499,3091;
@400000005e22bd4a114be2c8 #d,-,18,3036,2344,1299,882,5,213625,13244,3038,2346,1303,3036,2344,1297,99,99,0,499,3054;
@400000005e22bd4a1156664e #d,-,18,3036,2345,1300,883,5,213629,13245,3036,2345,1302,3036,2343,1299,99,99,0,499,3059;
@400000005e22bd4c1167568a #d,-,18,3035,2345,1299,884,5,213632,13245,3036,2345,1302,3035,2343,1298,99,99,0,499,3057;
@400000005e22bd4c1171d1ae #d,-,18,3034,2343,1307,884,5,213636,13245,3035,2345,1307,3034,2343,1298,99,99,0,499,3059;
@400000005e22bd4e11820e2c #d,-,18,3038,2344,1300,885,5,213661,13247,3038,2345,1333,3034,2343,1292,98,99,0,499,3086;
@400000005e22bd4e118c6321 #d,-,18,3037,2342,1301,886,5,213644,13245,3038,2345,1302,3037,2342,1299,99,99,0,499,3061;
@400000005e22bd50119c21e5 #d,-,18,3036,2344,1300,887,5,213648,13246,3037,2344,1303,3036,2342,1299,99,99,0,499,3057;
@400000005e22bd5011a72a98 #d,-,18,3035,2342,1299,888,5,213651,13246,3036,2344,1303,3035,2341,1299,99,99,0,499,3059;
@400000005e22bd5211b82249 #d,-,18,3035,2343,1301,889,5,213655,13246,3035,2344,1303,3035,2341,1299,99,99,0,499,3059;
@400000005e22bd5211c2b0fb #d,-,18,3038,2343,1297,890,5,213660,13246,3038,2343,1332,3035,2341,1292,98,99,0,499,3080;
@400000005e22bd5411d34b8a #d,-,18,3037,2341,1301,890,5,213663,13247,3038,2343,1304,3037,2341,1297,99,99,0,499,3064;
@400000005e22bd5411ddc6ae #d,-,18,3036,2343,1297,891,5,213666,13247,3037,2344,1302,3036,2341,1293,99,99,0,499,3057;
@400000005e22bd5611ee4cbf #d,-,18,3035,2343,1299,892,5,213670,13247,3036,2343,1305,3035,2342,1297,99,99,0,499,3054;
@400000005e22bd5611f88e25 #d,-,18,3034,2344,1300,893,5,213693,13248,3035,2345,1302,3034,2342,1298,99,99,0,499,3057;
@400000005e22bd581208be88 #d,-,18,3036,2342,1292,894,5,213698,13249,3036,2345,1333,3034,2342,1292,98,99,0,499,3073;
@400000005e22bd581213bb20 #d,-,18,3036,2344,1300,895,5,213681,13248,3036,2344,1303,3036,2342,1292,98,99,0,499,3070;
@400000005e22bd5a1223ccc7 #d,-,18,3035,2342,1299,895,5,213685,13248,3036,2344,1302,3035,2342,1299,99,99,0,499,3057;
@400000005e22bd5a122ea5fb #d,-,18,3035,2343,1300,896,5,213688,13248,3035,2344,1302,3035,2342,1299,99,99,0,499,3056;
@400000005e22bd5c123f56e3 #d,-,18,3034,2341,1301,897,5,213691,13248,3035,2343,1303,3034,2341,1299,99,99,0,499,3057;
@400000005e22bd5c1249e2cb #d,-,18,3035,2344,1294,898,5,213697,13249,3035,2344,1335,3034,2341,1294,98,99,0,499,3066;
@400000005e22bd5e125a5daf #d,-,18,3036,2343,1300,899,5,213700,13249,3036,2344,1301,3035,2342,1292,98,99,0,499,3075;
@400000005e22bd5e1264c544 #d,-,18,3035,2346,1301,900,5,213703,13249,3036,2346,1301,3035,2343,1297,99,99,0,499,3057;
@400000005e22bd601275a965 #d,-,18,3034,2345,1299,900,5,213726,13251,3035,2346,1302,3034,2344,1298,99,99,0,500,3057;
@400000005e22bd60127ffe5a #d,-,18,3034,2345,1298,901,5,213729,13251,3034,2345,1301,3034,2343,1297,99,99,0,500,3057;
@400000005e22bd62129003e6 #d,-,18,3034,2343,1300,902,5,213734,13251,3034,2345,1332,3034,2342,1298,99,99,0,500,3059;
@400000005e22bd62129b712e #d,-,18,3036,2346,1300,903,5,213737,13251,3036,2346,1302,3034,2343,1291,98,99,0,500,3082;
@400000005e22bd6412ac3694 #d,-,18,3036,2344,1298,904,5,213721,13250,3036,2346,1301,3036,2344,1297,99,99,0,500,3059;
@400000005e22bd6412b6e137 #d,-,18,3035,2345,1300,905,5,213724,13250,3036,2345,1302,3035,2343,1290,99,99,0,499,3057;
@400000005e22bd6612c795d9 #d,-,18,3034,2344,1299,905,5,213727,13251,3035,2345,1303,3034,2343,1295,99,99,0,499,3052;
@400000005e22bd6612d211ec #d,-,18,3033,2344,1313,906,5,213732,13251,3034,2346,1333,3033,2343,1299,99,99,0,499,3057;
@400000005e22bd6812e2a418 #d,-,18,3036,2346,1297,907,5,213735,13251,3036,2346,1313,3033,2344,1292,98,99,0,499,3084;
@400000005e22bd6812ed043a #d,-,18,3035,2344,1300,908,5,213757,13252,3036,2347,1301,3035,2344,1297,99,99,0,499,3054;
@400000005e22bd6a12fd2970 #d,-,18,3034,2346,1298,909,5,213761,13253,3035,2346,1302,3034,2343,1297,99,99,0,499,3057;
@400000005e22bd6a130834ef #d,-,18,3033,2343,1300,910,5,213744,13252,3034,2346,1302,3033,2342,1298,99,99,0,499,3057;
@400000005e22bd6c1318afd3 #d,-,18,3033,2345,1326,911,5,213750,13252,3033,2345,1333,3033,2343,1297,99,99,0,499,3057;
@400000005e22bd6c13233acc #d,-,18,3036,2343,1302,911,5,213753,13252,3036,2345,1326,3033,2343,1292,98,99,0,499,3086;
@400000005e22bd6e1333d55a #d,-,18,3035,2345,1301,912,5,213756,13252,3036,2345,1302,3035,2343,1298,99,99,0,499,3057;
@400000005e22bd6e133e3cef #d,-,18,3034,2342,1301,913,5,213759,13253,3035,2345,1301,3034,2342,1297,99,99,0,499,3057;
@400000005e22bd70134d838f #d,-,18,3034,2345,1300,914,5,213762,13253,3034,2345,1303,3034,2342,1299,99,99,0,499,3057;
@400000005e22bd701357c04d #d,-,18,3033,2343,1330,915,5,213767,13253,3034,2345,1332,3033,2342,1300,99,99,0,499,3059;
@400000005e22bd721368202f #d,-,18,3036,2345,1299,916,5,213770,13253,3036,2345,1330,3033,2343,1291,98,99,0,499,3084;
@400000005e22bd7213730490 #d,-,18,3036,2343,1300,916,5,213773,13253,3036,2345,1302,3036,2342,1299,99,99,0,499,3056;
@400000005e22bd741383a2d8 #d,-,18,3034,2344,1302,917,5,213777,13254,3036,2344,1302,3034,2342,1298,99,99,0,499,3056;
@400000005e22bd74138e3da6 #d,-,18,3034,2343,1300,918,5,213780,13254,3034,2344,1302,3034,2341,1299,99,99,0,499,3059;
@400000005e22bd76139ecc19 #d,-,18,3033,2344,1332,919,5,213784,13254,3034,2345,1332,3033,2342,1298,99,99,0,499,3056;
@400000005e22bd7613a9473d #d,-,18,3037,2344,1300,920,5,213788,13254,3037,2344,1333,3033,2342,1292,98,99,0,499,3091;
@400000005e22bd7813ba0087 #d,-,18,3036,2342,1300,921,5,213791,13255,3037,2345,1302,3036,2342,1299,99,99,0,499,3054;
@400000005e22bd7813c46cc5 #d,-,18,3034,2343,1302,921,5,213794,13255,3036,2344,1302,3034,2342,1296,99,99,0,499,3056;
@400000005e22bd7a13d554a0 #d,-,18,3034,2344,1300,922,5,213797,13255,3034,2345,1302,3034,2342,1299,99,99,0,499,3057;
@400000005e22bd7a13df8277 #d,-,18,3033,2343,1324,923,5,213801,13255,3034,2345,1324,3033,2342,1299,99,99,0,499,3057;
@400000005e22bd7c13ef97d7 #d,-,18,3037,2343,1300,924,5,213824,13257,3037,2346,1332,3033,2343,1290,98,99,0,499,3091;
@400000005e22bd7c13fa8854 #d,-,18,3036,2345,1300,925,5,213827,13257,3037,2346,1301,3036,2343,1298,99,99,0,499,3052;
@400000005e22bd7e140b3a2b #d,-,18,3035,2344,1301,926,5,213811,13256,3036,2346,1302,3035,2343,1298,99,99,0,499,3057;
@400000005e22bd7e1415a933 #d,-,18,3034,2346,1301,927,5,213814,13256,3035,2347,1301,3034,2343,1297,99,99,0,499,3057;
@400000005e22bd8014268228 #d,-,18,3033,2346,1312,927,5,213818,13256,3034,2347,1312,3033,2345,1296,99,99,0,499,3056;
@400000005e22bd801430f21f #d,-,18,3037,2347,1299,928,5,213822,13256,3037,2347,1331,3033,2345,1291,98,99,0,499,3088;
@400000005e22bd8214419b94 #d,-,18,3035,2345,1282,929,5,213825,13257,3037,2347,1302,3035,2345,1282,99,99,0,499,3056;
@400000005e22bd82144bc96b #d,-,18,2955,2346,1308,930,5,213822,13257,3035,2346,1314,2955,2345,1209,98,99,0,499,3002;
@400000005e22bd84145bdddd #d,-,18,3009,2346,1299,931,5,213825,13257,3009,2347,1308,2955,2345,1297,99,99,0,499,3020;
@400000005e22bd841466f666 #d,-,18,3011,2347,1302,931,5,213847,13258,3011,2347,1302,3009,2345,1298,98,99,0,499,3057;
@400000005e22bd8614767f25 #d,-,18,3017,2346,1296,932,5,213852,13258,3017,2348,1331,3011,2345,1290,97,99,0,499,3084;
@400000005e22bd861480fa49 #d,-,18,3019,2345,1227,933,5,213852,13258,3019,2346,1300,3017,2344,1227,98,99,0,499,3061;
@400000005e22bd881491b74d #d,-,18,2923,2346,1254,934,5,213828,13257,3019,2347,1256,2923,2345,1227,98,99,0,499,2961;
@400000005e22bd88149c4246 #d,-,18,2922,2344,1270,935,5,213826,13257,2923,2346,1274,2922,2344,1254,99,99,0,500,2945;
@400000005e22bd8a14ad1ef4 #d,-,18,2925,2346,1282,936,5,213824,13257,2925,2347,1282,2922,2344,1260,98,99,0,500,2979;
@400000005e22bd8a14b782d0 #d,-,18,3003,2344,1286,936,5,213827,13257,3003,2346,1317,2925,2344,1282,99,99,0,500,3022;
@400000005e22bd8c14c8580a #d,-,18,3003,2346,1301,937,5,213829,13257,3003,2346,1303,3003,2344,1286,98,99,0,500,3041;
@400000005e22bd8c14d2b82c #d,-,18,3005,2344,1290,938,5,213831,13257,3005,2346,1301,3003,2344,1289,98,99,0,500,3050;
@400000005e22bd8e14e2ade3 #d,-,18,3006,2347,1293,939,5,213833,13257,3006,2347,1296,3005,2344,1290,98,99,0,500,3038;
@400000005e22bd8e14ed48b1 #d,-,18,3007,2346,1292,940,5,213835,13257,3007,2347,1293,3006,2345,1290,98,99,0,500,3041;
@400000005e22bd9014fd03bb #d,-,18,3010,2347,1283,941,5,213858,13259,3010,2347,1323,3007,2344,1283,98,99,0,500,3054;
@400000005e22bd901507785a #d,-,18,3012,2345,1291,941,5,213859,13259,3012,2347,1294,3010,2344,1283,98,99,0,500,3056;
@400000005e22bd9215183cd1 #d,-,18,3012,2346,1291,942,5,213861,13259,3012,2346,1293,3012,2344,1291,99,99,0,500,3041;
@400000005e22bd921522957f #d,-,18,3012,2345,1293,943,5,213845,13258,3012,2346,1294,3012,2344,1291,99,99,0,500,3041;
@400000005e22bd9415337d5a #d,-,18,3012,2346,1294,944,5,213847,13258,3012,2346,1294,3012,2344,1292,99,99,0,500,3041;
@400000005e22bd94153e0853 #d,-,18,3014,2346,1288,945,5,213851,13258,3014,2347,1325,3012,2345,1288,98,99,0,500,3048;
@400000005e22bd96154e1287 #d,-,18,3016,2346,1303,946,5,213853,13258,3016,2346,1305,3014,2345,1285,98,99,0,500,3064;
@400000005e22bd9615591a4c #d,-,18,3018,2347,1293,947,5,213856,13259,3018,2347,1303,3016,2346,1292,98,99,0,500,3057;
@400000005e22bd98156a7780 #d,-,18,3018,2345,1296,947,5,213858,13259,3018,2347,1300,3018,2344,1293,99,99,0,500,3048;
@400000005e22bd981574e777 #d,-,18,3019,2346,1297,948,5,213861,13259,3019,2347,1297,3018,2345,1294,98,99,0,500,3052;
@400000005e22bd9a15856615 #d,-,18,3020,2345,1301,949,5,213865,13259,3020,2347,1329,3019,2344,1295,98,99,0,500,3052;
@400000005e22bd9a15900945 #d,-,18,3023,2345,1296,950,5,213886,13260,3023,2346,1301,3020,2345,1288,98,99,0,500,3073;
@400000005e22bd9c15a0aa58 #d,-,18,3023,2346,1295,951,5,213888,13261,3023,2347,1299,3023,2345,1295,99,99,0,500,3052;
@400000005e22bd9c15ab06c0 #d,-,18,3022,2345,1295,951,5,213872,13260,3023,2347,1298,3022,2344,1295,99,99,0,500,3050;
@400000005e22bd9e15bb14ad #d,-,18,3022,2347,1296,952,5,213893,13261,3022,2347,1297,3022,2344,1295,99,99,0,500,3048;
@400000005e22bd9e15c5f19b #d,-,18,3023,2347,1317,953,5,213879,13260,3023,2347,1328,3022,2347,1295,99,99,0,500,3052;
@400000005e22bda015d68781 #d,-,18,3026,2345,1296,954,5,213881,13260,3026,2347,1317,3023,2345,1288,98,99,0,500,3077;
